date,Afghanistan,Angola,Albania,Andorra,Arab World,United Arab Emirates,Argentina,Armenia,Antigua and Barbuda,Australia,Austria,Azerbaijan,Burundi,Belgium,Benin,Burkina Faso,Bangladesh,Bulgaria,Bahrain,"Bahamas, The",Bosnia and Herzegovina,Belarus,Belize,Bermuda,Bolivia,Brazil,Barbados,Brunei Darussalam,Bhutan,Botswana,Central African Republic,Canada,Switzerland,Chile,China,Cote d'Ivoire,Cameroon,"Congo, Dem. Rep.","Congo, Rep.",Colombia,Comoros,Cabo Verde,Costa Rica,Cyprus,Czech Republic,Germany,Dominica,Denmark,Dominican Republic,Algeria,East Asia & Pacific (excluding high income),Ecuador,"Egypt, Arab Rep.",Euro area,Spain,Estonia,Ethiopia,Fragile and conflict affected situations,Finland,Fiji,France,Gabon,United Kingdom,Georgia,Ghana,Guinea,"Gambia, The",Guinea-Bissau,Equatorial Guinea,Greece,Grenada,Guatemala,Guyana,"Hong Kong SAR, China",Honduras,Croatia,Haiti,Hungary,Indonesia,India,Ireland,"Iran, Islamic Rep.",Iraq,Iceland,Israel,Italy,Jamaica,Jordan,Japan,Kazakhstan,Kenya,Kyrgyz Republic,Cambodia,Kiribati,St. Kitts and Nevis,"Korea, Rep.",Kuwait,Lao PDR,Lebanon,Liberia,Libya,St. Lucia,Sri Lanka,Lesotho,Lithuania,Luxembourg,Latvia,"Macao SAR, China",Morocco,Moldova,Madagascar,Maldives,Middle East & North Africa,Mexico,North Macedonia,Mali,Malta,Myanmar,Middle East & North Africa (excluding high income),Montenegro,Mongolia,Mozambique,Mauritania,Mauritius,Malawi,Malaysia,North America,Namibia,Niger,Nigeria,Nicaragua,Netherlands,Norway,Nepal,Nauru,New Zealand,Oman,Pakistan,Panama,Peru,Philippines,Palau,Papua New Guinea,Poland,Puerto Rico,Portugal,Paraguay,West Bank and Gaza,Qatar,Romania,Russian Federation,Rwanda,South Asia,Saudi Arabia,Sudan,Senegal,Singapore,Solomon Islands,Sierra Leone,El Salvador,Serbia,Sao Tome and Principe,Suriname,Slovak Republic,Slovenia,Sweden,Eswatini,Seychelles,Chad,Togo,Thailand,Tajikistan,Timor-Leste,Middle East & North Africa (IDA & IBRD countries),Tonga,Trinidad and Tobago,Tunisia,Turkey,Tuvalu,Tanzania,Uganda,Ukraine,Uruguay,United States,Uzbekistan,St. Vincent and the Grenadines,Vietnam,Vanuatu,Samoa,Kosovo,"Yemen, Rep.",South Africa,Zambia,Zimbabwe
1977,,,,1393240089,7.14E+11,80386802832,2.06E+11,,323050296.8,4.06E+11,1.95E+11,,1134075385,2.43E+11,2620662955,2190446233,25303474528,,,3666059894,,,248496949.6,3577649923,9130881111,8.38E+11,2897042069,9464255592,,1318731402,1312632547,7.11E+11,3.22E+11,46839269115,2.64E+11,16376088493,8996611122,22913599552,3232327336,88880310612,,,10686330898,5168384409,,1.88E+12,192329648.1,1.76E+11,13198508201,59179535472,6.03E+11,25863628384,38227364859,6.46E+12,6.32E+11,,,5.87E+11,1.05E+11,1653679311,1.36E+12,11321804992,1.16E+12,15303387712,9169397215,,499160171.5,394358487.4,,1.66E+11,265671122.4,15979417363,2417708885,40843263271,5194525575,,8579040326,,1.44E+11,2.76E+11,52565572876,3.32E+11,25871668595,5221953417,58554836758,1.22E+12,8541254178,4992761594,2.64E+12,,12026111612,,,173367744,188993392.2,1.18E+11,,,,,,407178664.8,11490277126,619273892.8,,14454998585,,,24509737500,,5748799340,,1.11E+12,4.16E+11,,3049919545,2199769301,5831388166,5.78E+11,,,,2512674136,2322841105,2181425288,36528739152,6.70E+12,,3516138120,1.44E+11,7603109310,4.03E+11,1.75E+11,4040316405,,66726737640,10570369814,34908772563,6752353098,60274031234,71075666925,,5254287938,,40240916849,1.06E+11,7165030968,,,,,1698611814,3.55E+11,3.17E+11,15148858618,6286923617,25127390375,,1463516150,13185621806,,,2549991656,,,2.42E+11,822988701.9,288246078.6,2523967749,1653960820,54415647585,,,5.75E+11,,7194699343,10604263588,2.23E+11,,,,,18103953325,5.98E+12,,200667871.6,,,,,,1.68E+11,7527629234,8177276903
1978,,,,1413623194,7.09E+11,79108971545,1.97E+11,,337211619.8,4.10E+11,1.94E+11,,1123408545,2.50E+11,2653554320,2291378162,27093401257,,,4185889595,,,268179913.8,3629625466,9318310212,8.65E+11,3038329052,10105537880,,1507742557,1328505365,7.37E+11,3.24E+11,50446409757,2.94E+11,18162630277,10976135911,21688800856,3437895177,96408384786,,,11356116652,5570350512,,1.94E+12,212593010.9,1.80E+11,13481046644,64632832435,6.57E+11,27339620381,41525915350,6.66E+12,6.41E+11,,,5.90E+11,1.08E+11,1684493995,1.41E+12,8599000779,1.21E+12,16440295926,9946589418,,530689355.8,446122153.5,,1.78E+11,279861685.4,16777859284,2374040499,44217281262,5504441973,,9111701233,,1.54E+11,2.92E+11,56343318830,2.85E+11,30284589552,5536143451,61807609060,1.26E+12,8536667498,5725677328,2.78E+12,,12857415801,,,175204737.1,196382852.7,1.31E+11,,,,,,449166687.3,12139918649,732705517,,15044035804,,,25056957436,,5595777457,,1.06E+12,4.53E+11,,3005284694,2445289032,6211467377,5.42E+11,,,,2499992322,2411824644,2394006666,38959322083,7.05E+12,,3989853778,1.35E+11,7007116749,4.14E+11,1.82E+11,4218322297,,66939266505,10179949918,37718416858,7413586993,58681288164,74751773831,,5703522166,,43030395566,1.09E+11,8026893194,,,,,1854049077,3.76E+11,3.01E+11,14250381825,6038342979,27081619805,,1498733210,13887461579,,,2718291106,,,2.46E+11,833910821.4,349215002.9,2512114333,1836647979,60018144736,,,5.38E+11,,7915355000,11287228378,2.26E+11,,,,,19076857124,6.31E+12,,220287262.2,,,,,,1.73E+11,7569314523,7955924356
1979,,,,1414210656,7.92E+11,95661395017,2.17E+11,,364457459.9,4.26E+11,2.05E+11,,1142112791,2.56E+11,2826983928,2375348499,28394327386,,,5280051657,,,288339055.6,3707588782,9330735624,9.24E+11,3278144611,12385592666,,1690912003,1295755877,7.64E+11,3.32E+11,54693142234,3.16E+11,18597517652,11638558750,21782081843,3775263557,1.02E+11,,,11917009330,6122125447,,2.02E+12,173562453.1,1.87E+11,14091926686,69465963538,7.04E+11,28360495038,43414385095,6.92E+12,6.41E+11,,,6.14E+11,1.16E+11,1890420350,1.46E+12,8639794892,1.26E+12,17652002631,9696438521,,523640829.1,455018473.2,,1.83E+11,295539770.7,17568676314,2330460326,49327380250,5813237132,,9800584243,,1.65E+11,2.77E+11,58074769240,2.55E+11,36604757866,5805232270,65644511671,1.34E+12,8446175295,6916784787,2.94E+12,,13836537077,,,154907278.4,211303383.7,1.43E+11,,,,,,466202386.8,12917305250,753909419.5,,15396910093,,,26258134655,,6147221756,,1.11E+12,4.97E+11,,3317704390,2701818758,6534543031,5.25E+11,,,,2619742950,2496637078,2499250880,42601668037,7.28E+12,,4275008470,1.44E+11,5151717100,4.23E+11,1.90E+11,4318249197,,68406163900,10620919038,39136039254,7748291992,61081793296,78967531489,,5808033250,,46432733506,1.16E+11,8979055062,,,,,2074122997,3.65E+11,3.37E+11,13535212258,6461128771,29669044703,,1566345045,13306928823,,,2701981359,,,2.56E+11,859819972.4,404371210,1973489696,1741734738,63242179336,,,5.22E+11,,8200257716,12028519491,2.25E+11,,,,,20259453766,6.51E+12,,227739265.7,,333558830.9,,,,1.80E+11,7340423673,8218233998
1980,,26637104502,5323398064,1445446718,8.64E+11,1.19E+11,2.21E+11,,394202403.3,4.39E+11,2.08E+11,,1153431765,2.67E+11,3018703303,2394277150,28626917210,32356648111,7624228989,5623005897,,,327082256.9,4002116863,9202738913,1.01E+12,3421500000,11519009534,158707544.1,1893599957,1237723651,7.81E+11,3.47E+11,59061276084,3.41E+11,16559657969,11409827124,22260179573,4441091896,1.06E+11,431970934.1,193155976.6,12006612775,6474346304,,2.05E+12,196790632.6,1.86E+11,15214875475,70015166290,7.58E+11,29412295888,47760742037,7.07E+12,6.55E+11,,,6.23E+11,1.22E+11,1860108274,1.48E+12,8860363426,1.23E+12,18459805274,9742176228,,556473525.9,382430962,164984420.2,1.85E+11,293959271.2,18229254707,2370867938,54313502512,5848079005,,10523346745,,1.82E+11,2.96E+11,59863081873,1.85E+11,45665799746,6138912416,66741064836,1.38E+12,7963547388,7690416546,3.02E+12,,14610272938,,,129335599.5,229137645,1.40E+11,,,,,,455850231.8,13672454340,733216270.3,,15526379253,,,27214499196,,6205786804,,1.09E+12,5.43E+11,,3174185811,2892289178,7053290218,4.63E+11,,,2770630718,2708059992,2245443968,2509416493,45772010379,7.28E+12,4459425722,4170055468,1.50E+11,5389300500,4.28E+11,1.98E+11,4218091976,,69284519004,11261938671,43134061196,8762115842,64712089139,83033499637,,5674248038,,48403090442,1.21E+11,10030695095,,,,,2259790447,3.88E+11,3.56E+11,13741530872,6247223558,32669539808,418276021.8,1642211027,11740527961,,,2464207000,,,2.60E+11,966859409.3,387191407.8,1854139537,1995626647,66514039417,,,4.60E+11,,9052330926,12920884030,2.19E+11,,,,,21443294870,6.50E+12,,233303396.5,,295533768.9,,,,1.92E+11,7563251214,9403359546
1981,,25465071579,5629261102,1443531869,8.90E+11,1.24E+11,2.09E+11,,409240894.5,4.54E+11,2.08E+11,,1293726849,2.66E+11,3319192008,2496160907,30697772283,33942176240,7218871809,5104204596,,,330790620.1,4097405359,9228103504,9.63E+11,3356500000,9235168243,180780159.3,2065252094,1218607435,8.08E+11,3.52E+11,62915243091,3.58E+11,17139328615,13358931637,22783410453,5223599963,1.08E+11,448666303.8,209480674.5,11735064556,6637305500,,2.06E+12,218101741.6,1.85E+11,15866051982,72115618539,8.02E+11,31063168090,51270465907,7.10E+12,6.54E+11,,8227603582,6.06E+11,1.24E+11,1977852952,1.50E+12,9311828118,1.22E+12,19432161424,9400901273,,574958986.7,451909214.6,174503065.1,1.82E+11,298469157.6,18347172210,2406340056,59343357335,5776613431,,10223146211,,1.96E+11,3.13E+11,61853658830,1.76E+11,45333020246,6400737466,70304988964,1.39E+12,8173741080,9011531473,3.15E+12,,15161598045,,,125060042.5,232682183,1.50E+11,,,,,,484615535.5,14451719262,738309470.2,,15440837003,,,26740032111,,5597619697,,1.11E+12,5.90E+11,,3222078063,2988074914,7501580035,4.60E+11,,2497286677,2909162336,2801495872,2377528906,2376665369,48949551034,7.47E+12,4502746791,4162646694,1.31E+11,5678344325,4.25E+11,2.01E+11,4569964118,,72510355773,13181770184,46550608202,9568827152,68304931387,85875959836,,5658653527,,48958732376,1.23E+11,10950555861,,,,,2382637164,4.13E+11,3.63E+11,14763565978,6563927583,36203122101,410776628.5,1689530164,10513532819,,,2639165697,,,2.61E+11,1108421560,355382941,1873476694,1929467910,70442935769,,,4.57E+11,208003802,9466674992,13633350985,2.30E+11,,,,,21777715883,6.66E+12,,244068013.7,,308472109.3,,,,2.02E+11,8029749328,10581170280
1982,,25465071579,5795245315,1461524933,8.09E+11,1.16E+11,2.08E+11,,408897082,4.69E+11,2.12E+11,,1280096145,2.68E+11,3393378151,2734848721,31352963382,34734578608,6673398138,5446130043,,,330434324.1,3880840594,8864632406,9.69E+11,3192000000,9600571984,186951888.2,2316500996,1312632547,7.82E+11,3.48E+11,55985566287,3.90E+11,17173748218,14363016005,22679135884,6456249409,1.09E+11,477306096.3,215398566.5,10880098349,7036984722,,2.05E+12,227104291.1,1.92E+11,16135569976,76731021094,8.50E+11,31254158536,56349918706,7.15E+12,6.63E+11,,8302969571,5.96E+11,1.27E+11,1859607286,1.54E+12,9023392343,1.25E+12,19821103625,8750015733,,570562950.1,470889772.8,178345057.1,1.80E+11,310778806.6,17699500701,2088940567,61093880249,5656768291,,9858819326,,2.00E+11,3.24E+11,63266067655,2.23E+11,46889746179,6538645595,71769090310,1.40E+12,8342874716,9644676573,3.25E+12,,15390004223,,,133611156.5,233956671.9,1.63E+11,,,,,,494726273.5,15050236594,771217428.6,,15615518980,,4132227737,29135236266,,5491264923,,1.09E+12,5.86E+11,,2984339191,3056336060,7921959310,5.32E+11,,2705613731,2708430151,2735942994,2508223475,2436164089,51858697478,7.33E+12,4484821773,4253161791,1.22E+11,5631988484,4.20E+11,2.02E+11,4742680183,,73184355177,14706879561,49593848068,10080611704,68152800291,88984092158,,5678625421,,48196619594,1.25E+11,10797508952,,,,,2425783064,4.28E+11,2.87E+11,15643277628,7078740665,38774309408,403910986.7,1770319366,9850571148,,,2528320737,,,2.65E+11,1121418555,351410919.6,1973644168,1860346602,74213287362,,,5.29E+11,217865814.3,9826344085,13566038005,2.38E+11,,,5316288670,,19652674360,6.54E+12,,254993546.9,,314579496.5,358029245.8,,,2.01E+11,7803889934,10859909746
1983,,26534604949,5859279197,1487395653,7.54E+11,1.10E+11,2.17E+11,,430830388,4.59E+11,2.19E+11,,1327655903,2.69E+11,3245840085,2744310880,32569786438,35926080912,7098919149,5642030165,,,323352521.8,3958803910,8506313462,9.36E+11,3208000000,9648715585,208097480.8,2621045105,1205961285,8.02E+11,3.50E+11,53176534993,4.32E+11,16503930744,15349299978,22999298082,6834195851,1.11E+11,500318941.4,235906125,11191594771,7429801995,,2.08E+12,232909799.1,1.97E+11,16882315498,80874498553,9.12E+11,31148873036,59220612819,7.25E+12,6.74E+11,,8986719590,5.66E+11,1.31E+11,1785964550,1.56E+12,9529445903,1.30E+12,20673785074,8350687983,,632658615.5,454887584.9,187270134.4,1.78E+11,322068079.4,17244253358,1947051646,64745447451,5708001295,,9948355295,,2.09E+11,3.48E+11,63111508274,2.42E+11,40759702994,6397988754,74179887026,1.42E+12,8502146735,9430589969,3.37E+12,,15591467110,,,132542267.2,236733083.6,1.85E+11,,,,,,519291332.6,15774753624,786535082,,16082278461,,4546442280,29539216589,,5540686307,,1.06E+12,5.66E+11,,3038680240,3037619360,8269819885,5.56E+11,,2863460263,2283206562,2838139823,2517849920,2526757943,55101022942,7.65E+12,4403043273,4088835445,1.09E+11,5891804032,4.28E+11,2.10E+11,4601471346,,75739907375,17158026752,52955506723,9627854704,61059398363,90652202604,,5861656779,,47067866989,1.25E+11,10468982013,,,,,2570853380,4.57E+11,2.41E+11,15965920494,6701699138,42091296350,419649150.1,1733093062,10001778768,,,2429716229,,,2.70E+11,1134901986,345404444.2,2283086267,1759627292,78357507587,,,5.53E+11,222184792.2,8814198367,14201188696,2.50E+11,,,5621685941,,17633480144,6.84E+12,,260521496,,324047173,359572480.6,,,1.98E+11,7650411665,11032072488
1984,,28126681821,5785944656,1513941005,7.64E+11,1.15E+11,2.20E+11,,474624277.9,4.80E+11,2.19E+11,,1329720992,2.75E+11,3503229996,2695497913,34134214252,37146289996,7454123936,6441570645,,,329729243.8,3977861609,8489243333,9.85E+11,3323500000,9706595966,217424628.7,2845023464,1320307238,8.50E+11,3.61E+11,55358731549,4.98E+11,16058116428,16496594539,24273706213,7310958310,1.15E+11,520883550.8,244831092.3,12089620412,8080496207,,2.14E+12,242684200.8,2.05E+11,17093833349,85403467665,9.98E+11,31966616074,64992113221,7.43E+12,6.86E+11,,8730775888,5.69E+11,1.36E+11,1935860992,1.58E+12,10245002686,1.33E+12,21795735465,9072819527,,655024725.4,496324309.3,189164150.2,1.81E+11,333560966.9,17329905176,1849139522,71203017860,6069163419,,9978291591,,2.23E+11,3.61E+11,65859618050,2.21E+11,40154322736,6662169276,74872143944,1.46E+12,8371014232,9835321445,3.52E+12,,15865131188,,,138955602.8,257721382.9,2.04E+11,,1516865496,,,,557020826.8,16579131431,830068995.1,,17077279555,,4931076230,31435157625,,5638212467,,1.05E+12,5.85E+11,,3029958889,3066245002,8677747608,5.46E+11,,3033361372,2134798138,2746556898,2636148221,2662199853,59377848696,8.19E+12,4392612837,3401100065,1.07E+11,5799532848,4.41E+11,2.23E+11,5046945769,,79369995219,20025406519,55637812018,9888718902,63262596415,84013123029,,5840863931,,49858373278,1.23E+11,10763851303,,,,,2461829317,4.76E+11,2.30E+11,15166202422,6952728995,45792125834,420388526.9,1804029155,10135498124,,,2383551620,,,2.81E+11,1204831867,360986095.8,2329864396,1857384355,82864968558,,,5.43E+11,226047234.7,8307302089,15017592776,2.67E+11,,,5602309300,,17431996922,7.34E+12,,277683740.4,22466506504,355074662.2,364202185.2,,,2.08E+11,7624642409,10821651139
1985,,29111115541,5888971730,1549086132,7.45E+11,1.11E+11,2.09E+11,,510903578.1,5.05E+11,2.24E+11,,1486404412,2.80E+11,3767034594,2925083309,35274984695,38143088675,7099436702,6752645694,,,333067798.3,3898165775,8346930749,1.06E+12,3360000000,9561894976,226582064.9,3047739104,1372158601,8.90E+11,3.74E+11,57578570294,5.65E+11,16780928086,17826741627,24387270979,7224275139,1.18E+11,532759491.4,265989607.4,12176859322,8475029729,,2.19E+12,246132581.2,2.13E+11,16731010757,88563393625,1.07E+12,33224502867,68756135222,7.60E+12,7.02E+11,,7757787405,5.82E+11,1.40E+11,1846550532,1.60E+12,10005991965,1.38E+12,22872805608,9534772773,,649704191,517003626.4,213576122.1,1.86E+11,353506939.3,17224307313,1893512722,71742047110,6410628807,,10038523682,,2.29E+11,3.80E+11,67891791976,2.26E+11,40738125092,6881543942,77894687549,1.50E+12,8124602079,9569084490,3.70E+12,,16547420962,,,129335599.5,279756737.1,2.20E+11,,1593770030,,,,603185404.3,17407989584,851735865.5,,17554027189,,4967124883,33323672524,,5703409607,,1.04E+12,5.98E+11,,3644635587,3145516011,8925150213,5.63E+11,,3206653432,2156146050,2828809699,2819478502,2783888537,58769077153,8.54E+12,4413002083,3663601303,1.14E+11,5562804530,4.53E+11,2.35E+11,5357075804,,80651858565,22830404681,59861898522,10377442495,64566522075,77874612759,,6074509606,,51402707794,1.26E+11,11250714901,,,,,2570217466,5.02E+11,2.08E+11,14213606639,7181019814,45506909010,407185369.7,1708211024,10197993146,,,2431222653,,,2.87E+11,1250524100,401148461.5,2837606468,1960572312,86715902818,6264750611,,5.60E+11,240872460,7965089462,15865872502,2.78E+11,,,5417075666,,17687643438,7.64E+12,,294838785.6,23321549315,358631172.9,378477076.6,,,2.05E+11,7747804048,11573148556
1986,,29955338399,6220947387,1599482888,7.80E+11,93974812607,2.21E+11,,569625959.5,5.25E+11,2.29E+11,,1534715238,2.85E+11,3848822249,3157784296,36747144754,39747998039,7183422606,6873990753,,,348187267.7,4158043494,8132091222,1.15E+12,3531500000,9302244591,253161447.7,3296828515,1421254152,9.09E+11,3.81E+11,60674968648,6.16E+11,17327877059,19033908509,25537669680,6728579591,1.25E+11,542709372.5,273627380.4,12851000798,8788940617,,2.24E+12,263542416.1,2.24E+11,17320275819,88917648087,1.14E+12,34375659634,72018287623,7.79E+12,7.25E+11,,8507314752,6.05E+11,1.44E+11,1989656499,1.64E+12,9925584040,1.43E+12,21002890645,10030500930,2888984360,676284049.1,512899405.4,208598610.2,1.87E+11,378939196.4,17248946615,1876459704,79673913368,6752364967,,9988581546,,2.42E+11,3.98E+11,67600991285,2.03E+11,42631466505,7313054044,81158587628,1.54E+12,8277554878,10095827592,3.82E+12,,17735121268,3788752694,,128266710.2,310129908.9,2.45E+11,,1671627820,,,,690056282.6,18166202738,891638464.6,,19306608803,,5299669392,36413145450,,5815209261,,1.05E+12,5.80E+11,,3742771806,3267725284,8830780249,5.47E+11,,3507277015,2106554776,2990435986,3094153037,2777908674,59498163342,8.82E+12,4623381793,3896318288,1.14E+11,5506213610,4.65E+11,2.44E+11,5601661165,,82834370002,23287505862,63155292855,10747687667,70652538144,80535419137,,6359589809,,53961209440,1.32E+11,11809294407,,,,,2710863300,5.26E+11,2.43E+11,14983104440,7404589356,46118007234,406340367.6,1729325313,10217307633,,,2450672434,,,2.95E+11,1403894353,400439225.9,2721784806,1991676876,91514611527,6484016875,,5.44E+11,245975730.5,7703901192,15636295166,2.98E+11,,,5438206971,,19245890917,7.91E+12,,311351922.3,23972055325,358091564.4,399310643.7,,,2.05E+11,7803889934,11816072316
1987,,31178339569,6171936110,1688208158,7.76E+11,97153023581,2.27E+11,,607371476.6,5.39E+11,2.32E+11,,1619172093,2.91E+11,3791089802,3150321290,38133394723,42154546081,7930427394,7079146336,,,385566229.8,4313970125,8332423431,1.19E+12,3623000000,9489138761,325809328.5,3688555310,1351058581,9.46E+11,3.87E+11,64594855902,6.87E+11,17267407462,18625317071,26220966411,6741321949,1.32E+11,551597780.8,285418158.6,13463291008,9409901315,,2.27E+12,280165515.1,2.24E+11,19072631751,88295226751,1.24E+12,34286592743,74778570424,7.99E+12,7.65E+11,,9686371612,6.27E+11,1.49E+11,1858040323,1.68E+12,8223739210,1.50E+12,21272156702,10511453307,2984319078,692882308.9,527773488.2,217853582.7,1.83E+11,413412905.8,17860246404,1893336518,90349031692,7200610991,,9909307298,,2.54E+11,4.14E+11,70753286735,2.04E+11,46598444503,7938023234,86953076529,1.59E+12,8927372307,10330381367,4.00E+12,,18788074473,3913780334,,116508928.5,330444488.6,2.76E+11,,1647793878,,,,717132237.6,18479680674,898145002.1,,20069409492,,6057208543,36294801243,,5883532926,,1.05E+12,5.90E+11,,3737563205,3402045605,8477051708,5.57E+11,,3628581398,2416218337,3047265757,3369255416,2823056335,62587267590,9.13E+12,4787686108,3899758011,1.17E+11,5467320308,4.74E+11,2.49E+11,5696643954,,83638413821,22486233049,67230288989,10553256034,77524307460,84007812311,,6535781916,,57074231021,1.40E+11,12704711054,,,,,2710211714,5.48E+11,2.27E+11,17113834431,7855852768,51097723541,440562951.2,1854377474,10474128705,,,2298730743,,,3.05E+11,1608955449,418074999.1,2656766579,2001837659,1.00E+11,6406208669,,5.53E+11,253319674.9,7352466281,16684141330,3.26E+11,,,5653663445,2.06E+11,20784241384,8.18E+12,21538794362,312715877.8,24831086648,347728628.2,401239697.6,,,2.10E+11,8012695629,11952044256
1988,,33089225853,6084292169,1774210989,8.20E+11,94608675562,2.25E+11,,639035409.2,5.70E+11,2.40E+11,,1700633035,3.05E+11,3920185709,3332901089,39054795487,46768231340,8485556649,7242653922,,,423304339.8,4488954455,8574855687,1.19E+12,3750000000,9593269454,342058383.6,4405978193,1374163916,9.88E+11,3.99E+11,69339419416,7.64E+11,17463648779,17168140810,26344304943,6860391453,1.37E+11,566421305.9,302534271.4,13925370998,10223554577,,2.36E+12,302064997.2,2.24E+11,19483830698,87412269635,1.36E+12,36306233274,78862467819,8.33E+12,8.04E+11,,9735159432,6.54E+11,1.57E+11,1875798634,1.76E+12,9280107562,1.59E+12,22453943723,11103055638,3172573408,723901450.7,552051068.6,223638166.5,1.90E+11,425678005.5,18555436324,1823405507,98039148416,7326336093,,9929168209,,2.69E+11,4.54E+11,74444778912,1.93E+11,46589573541,7930900759,89483425148,1.66E+12,9282173044,10481429086,4.28E+12,,19953533269,4430400515,,127197821,360929231.7,3.10E+11,,1614669908,11572724010,,,816811207.9,18936624973,975402708.4,,21767940623,,6530325550,40604894539,,6083980727,,1.08E+12,5.97E+11,,4013758699,3688301761,7514699543,5.53E+11,,3813928331,2614348124,3099690856,3598073234,2912753057,68807014797,9.51E+12,4826617127,4167716238,1.26E+11,4786648659,4.91E+11,2.48E+11,6135103743,,83341913510,23827318203,72356785948,9141246863,70205025606,89680477205,,6725923529,,60434974481,1.50E+11,13456241983,,,,,2832139396,5.95E+11,2.56E+11,17057171926,7809312261,56853243727,446055464.6,1723087549,10670775938,,,2478031741,,,3.13E+11,1714660951,440637445.1,3068096721,2134807118,1.14E+11,7296671744,,5.50E+11,248552522.8,7064269891,16696180453,3.33E+11,,11377108482,6121055959,2.12E+11,21092043001,8.52E+12,23507134806,356728175.6,26106165846,341841990,395452618.6,,,2.18E+11,8515952930,12854707400
1989,,33102998073,6682776548,1859852761,8.40E+11,1.06E+11,2.09E+11,,672599304,5.92E+11,2.49E+11,,1723583116,3.16E+11,3808297317,3404567370,40162616837,45229611684,8516444681,7729891137,,,478372937.4,4508878413,8899853869,1.23E+12,3885000000,9490220609,367482305.5,4981372768,1401334853,1.01E+12,4.17E+11,76220235503,7.97E+11,17978478008,16855831638,26010772703,7038753159,1.42E+11,548407655.4,319772521,14714379114,11036063964,,2.45E+12,301487640.8,2.26E+11,20341224230,91258411388,1.44E+12,36671393361,82743186239,8.67E+12,8.43E+11,,9700011206,6.28E+11,1.65E+11,2015332400,1.84E+12,10073121521,1.63E+12,20838337138,11667742914,3299586623,766580666.9,585726183.9,220889255.2,1.98E+11,441716406.8,19287001011,1733754737,1.00E+11,7526187474,,9639889400,,2.89E+11,4.81E+11,78772937885,2.05E+11,45136661129,7951397367,89997728238,1.72E+12,9948011567,9356853576,4.48E+12,,20889423571,4553997655,,122922264,380707410.4,3.31E+11,,1843801848,6659973260,,,890169056.8,19372035059,1031929679,,23900776216,,6858471778,41760592095,,6331895681,,1.11E+12,6.22E+11,,4181428978,3989971856,7792390042,5.68E+11,,3973281722,2784280871,3247781234,3758732551,2951920548,75040655705,9.85E+12,4916328251,4207603199,1.28E+11,4703446351,5.12E+11,2.51E+11,6400732135,,83476416258,26628663084,75945515311,9284055718,61561353755,95245429827,,6630443672,,63054801855,1.60E+11,14389459803,,,,1.46E+12,2831104694,6.28E+11,2.55E+11,18580615102,8119955464,62628743211,465068011.1,1735666088,10773449271,,,2582109074,,,3.21E+11,1936042611,489983652.9,3217965118,2221480750,1.27E+11,6822388033,,5.65E+11,249521646,7005642512,16987812491,3.34E+11,,11805393292,6510473943,2.20E+11,21324878279,8.83E+12,24233809447,361740478.6,28028757795,347078645.3,410113287.7,,,2.24E+11,8428791999,13523122161
1990,,31960911972,6042857913,1930181002,9.50E+11,1.26E+11,2.04E+11,6352022585,692856076.1,6.13E+11,2.60E+11,22672997489,1783905460,3.26E+11,4150135201,3384040264,42420662840,41105857427,8894404255,7606502820,,31609653426,533115012.2,4509744673,9312432041,1.19E+12,3756500000,9593609021,407451278.4,5318752276,1371240794,1.01E+12,4.32E+11,78761086957,8.28E+11,17781450356,15826665523,24302304337,7109140942,1.48E+11,576328385.7,321985896.5,15237190327,11853174085,1.45E+11,2.58E+12,317824206.4,2.29E+11,19231750316,91988479208,1.52E+12,38020869119,87432266723,8.98E+12,8.75E+11,,9964477334,6.92E+11,1.66E+11,2132221734,1.89E+12,10596141891,1.64E+12,17756716769,12056140827,3442262819,793862348.1,621455481,217004776.1,1.98E+11,459440771.9,19885392403,1680572076,1.04E+11,7736299733,,9739963290,,3.10E+11,5.08E+11,85442271318,2.33E+11,71233698690,8044378650,96581241485,1.75E+12,10365881286,9331037651,4.70E+12,96294232758,21765118855,4813702880,,121853374.7,399275468.3,3.64E+11,,1967420993,8427074627,,,978213021.3,20611844394,1094314713,,25172281446,,7405755869,43185385082,,6530014685,,1.26E+12,6.54E+11,7693258824,4076793104,4240996584,8011896470,6.42E+11,,3846754148,2812123481,3190253138,4028862765,3119952559,81800713540,1.00E+13,5016988103,4152547625,1.43E+11,4700977054,5.34E+11,2.55E+11,6697408396,,83604230843,26593932453,79331612043,10035970741,58494020190,98138001427,,6430723488,2.27E+11,61263704529,1.66E+11,14982777935,,,1.25E+11,1.42E+12,2763178251,6.62E+11,2.94E+11,17564245464,8065093947,68779542852,475313661.1,1793810867,11293974979,,,2465914166,,31023523366,3.23E+11,2342960057,524260678.4,3083503335,2216067976,1.42E+11,6781453730,,6.38E+11,244421195.4,7111369416,18338312910,3.65E+11,21441966.96,12637091708,6931971151,2.06E+11,21388287459,9.00E+12,24621550400,376752392.4,29458481786,387671921.7,391980329.8,,11726469033,2.23E+11,8388243439,14468192712
